Year,Round,Pick,Player,Position,NBA Team,Prev Team,Games Played,Games Started,Minutes,Points Per Game,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,Rebounds,DBoards,OBoards,Assists,Turnovers,Steals,Blocks,Fouls
1999,2,54,Melvin Levett,G,DET,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,55,Kris Clack,G,BOS,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,56,Tim Young,C,GOS,Stanford,25,0,5.5,2.16,1.56,0.52,0.333,0,0,0,1.44,1.12,0.778,1.4,0.88,0.52,0.2,0.36,0.08,0.04,0.72
1999,2,57,Manu Ginobili,SG,SAN,Viola Reggio Calabria (Italy),992,349,25.8,13.58,9.88,4.42,0.447,3.89,1.44,0.37,3.99,3.3,0.826,3.58,2.91,0.67,3.87,2.03,1.36,0.3,2.1
1999,2,58,Eddie Lucas,G,UTH,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Raja Bell,SG,None,Florida International,706,479,28.1,9.91,8.43,3.66,0.434,3.34,1.35,0.406,1.56,1.25,0.799,2.79,2.21,0.58,1.71,0.99,0.69,0.18,2.61
1999,0,0,Chris Andersen,FC,None,Blinn,695,45,17.7,5.4,3.61,1.92,0.532,0.1,0.02,0.221,2.35,1.54,0.654,5.03,3.33,1.69,0.48,0.74,0.45,1.43,1.93
1999,0,0,Milt Palacio,G,None,Colorado State,470,88,17.9,4.77,4.38,1.84,0.419,0.36,0.09,0.235,1.41,1.01,0.719,1.77,1.43,0.34,2.54,1.27,0.64,0.12,1.46
1999,0,0,Jermaine Jackson,G,None,Detroit,135,3,10,1.94,1.64,0.66,0.401,0.14,0.02,0.158,0.84,0.6,0.711,1.07,0.82,0.25,1.36,0.58,0.31,0.07,0.94
1999,0,0,Derek Hood,F,None,Arkansas,2,0,2,0,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
1999,0,0,Harold Jamison,PF,None,Clemson,37,2,6.8,1.95,1.7,0.78,0.46,0,0,0,0.89,0.38,0.424,1.62,0.54,1.08,0.27,0.27,0.19,0.05,1.08
1999,0,0,Pablo Prigioni,G,None,Real Madrid (Spain),270,51,16.9,3.5,2.91,1.24,0.425,1.98,0.75,0.379,0.32,0.28,0.872,1.87,1.33,0.54,2.83,0.95,0.99,0.02,1.59
1999,0,0,Jason Miskiri,G,None,George Mason,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
1999,0,0,Ricky Moore,G,None,Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Jamel Thomas,F,None,Providence,12,0,8.5,2.5,3.08,1.17,0.378,0.5,0.08,0.167,0.08,0.08,1,1.17,0.75,0.42,0.5,0.92,0.33,0,0.67
1999,0,0,Geno Carlisle,SG,None,California,6,0,2.7,1.33,0.5,0.33,0.667,0,0,0,1,0.67,0.667,0.17,0,0.17,0.17,0.17,0,0,0.17
1999,0,0,Ademola Okulaja,F,None,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Andy Panko,F,None,Lebanon Valley,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Antonio Smith,PF,None,Michigan State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Tyrone Grant,PF,None,St. John's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Wayne Turner,G,None,Kentucky,3,0,13.7,1.33,2,0.33,0.167,0,0,0,2,0.67,0.333,1,0.67,0.33,1.67,1,0,0,1.33
1999,0,0,Ajani Williams,FC,None,Eastern Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Maurice Carter,SG,None,LSU,10,0,11,4.2,3.5,1.1,0.314,1.1,0.4,0.364,2,1.6,0.8,1.1,0.9,0.2,0.4,0.9,0,0,1
1999,0,0,Jorge Garbajosa,F,None,Unicaja Malaga (Spain),74,60,26.8,7.96,7.49,3.11,0.415,2.82,0.97,0.344,1.05,0.77,0.731,4.66,3.99,0.68,1.73,0.88,1.09,0.2,1.24
1999,0,0,Larry Ayuso,G,None,USC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,Boniface Ndong,C,None,Brose Baskets (Germany),22,1,6.9,2.27,2.41,1,0.415,0.05,0,0,0.41,0.27,0.667,1.68,1,0.68,0.32,0.27,0.09,0.23,1.05
1999,0,0,Bryant Notree,G,None,Illinois-Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,1,1,Michael Olowokandi,C,LAC,Pacific,500,393,26.3,8.27,8.22,3.58,0.435,0,0,0,1.87,1.12,0.597,6.83,4.93,1.9,0.65,1.8,0.45,1.39,3.04
1998,1,2,Mike Bibby,G,VAN,Arizona,1001,950,33.9,14.68,12.4,5.4,0.436,4,1.52,0.379,2.94,2.36,0.802,3.1,2.57,0.53,5.51,2.13,1.17,0.15,1.93
1998,1,3,Raef LaFrentz,F,DEN,Kansas,563,437,25.8,10.11,8.49,3.96,0.466,2.34,0.85,0.363,1.89,1.35,0.711,6.08,4.31,1.77,1.08,0.91,0.49,1.63,3.31
1998,1,4,Antawn Jamison,F,TOR,North Carolina,1083,864,34.8,18.51,15.72,7.09,0.451,3.11,1.07,0.346,4.49,3.25,0.724,7.53,5.17,2.36,1.63,1.58,0.97,0.39,2.38
1998,1,5,Vince Carter,SF,GOS,North Carolina,1347,969,32,18.23,15.06,6.59,0.438,4.07,1.52,0.374,4.42,3.53,0.799,4.56,3.38,1.18,3.35,1.84,1.06,0.6,2.72
1998,1,6,Robert Traylor,F-C,DAL,Michigan,438,74,14.3,4.76,4.05,1.92,0.474,0.05,0.01,0.167,1.58,0.91,0.577,3.74,2.21,1.53,0.71,0.92,0.64,0.7,2.46
1998,1,7,Jason Williams,G,SAC,Florida,788,666,29.4,10.49,9.77,3.89,0.398,4.8,1.57,0.327,1.4,1.14,0.813,2.3,2.05,0.24,5.85,2.09,1.18,0.08,1.4
1998,1,8,Larry Hughes,G,PHL,Saint Louis,727,510,30.8,14.09,12.65,5.14,0.406,2.33,0.72,0.309,4.08,3.08,0.757,4.18,3.17,1.02,3.15,2.14,1.5,0.35,2.26
1998,1,9,Dirk Nowitzki,PF,MIL,DJK Wurzburg (Germany),1394,1363,34.9,21.71,16.21,7.67,0.473,3.35,1.28,0.381,5.8,5.1,0.879,7.81,6.78,1.03,2.51,1.74,0.83,0.87,2.42
1998,1,10,Paul Pierce,SF,BOS,Kansas,1343,1284,34.2,19.66,14.49,6.45,0.445,4.33,1.6,0.368,6.39,5.15,0.806,5.61,4.79,0.81,3.51,2.63,1.3,0.56,2.71
1998,1,11,Bonzi Wells,G-F,DET,Ball State,591,273,25.6,12.09,10.34,4.76,0.46,1.16,0.38,0.327,3.15,2.19,0.697,4.63,3.28,1.35,2.11,2.06,1.3,0.32,2.58
1998,1,12,Michael Doleac,C,ORL,Utah,587,84,15,4.91,4.83,2.12,0.439,0.01,0,0.125,0.84,0.66,0.791,3.33,2.34,0.99,0.58,0.64,0.34,0.36,2.24
1998,1,13,Keon Clark,C,ORL,UNLV,353,64,22.6,8.16,6.68,3.34,0.5,0.05,0,0.053,2.3,1.48,0.645,5.94,4.08,1.86,0.91,1.33,0.52,1.62,2.87
1998,1,14,Michael Dickerson,SG,HOU,Arizona,212,206,35.3,15.36,13.32,5.75,0.432,3.38,1.36,0.402,3.19,2.5,0.784,2.87,2.03,0.84,2.6,1.92,1,0.4,2.6
1998,1,15,Matt Harpring,F,ORL,Georgia Tech,665,348,26.4,11.5,9.07,4.36,0.481,0.71,0.24,0.333,3.37,2.54,0.753,5.06,3.14,1.93,1.36,1.51,0.75,0.17,2.63
1998,1,16,Bryce Drew,SG,HOU,Valparaiso,243,46,16.3,4.45,4.51,1.72,0.382,1.66,0.62,0.371,0.46,0.38,0.83,1.21,0.98,0.23,2.16,0.86,0.51,0.04,1.2
1998,1,17,Rasho Nesterovic,C,MIN,Virtus Lavoro Bologna (Italy),811,593,22.2,6.81,6.31,3.17,0.502,0.02,0,0.077,0.8,0.47,0.585,5.11,3.24,1.87,1.03,0.92,0.41,1.15,2.7
1998,1,18,Mirsad Turkcan,F,HOU,Anadolu Efes (Turkey),17,0,5.3,1.94,2.24,0.82,0.368,0.35,0,0,0.47,0.29,0.625,1.94,1.18,0.76,0.29,0.47,0.18,0.06,0.82
1998,1,19,Pat Garrity,F,MIL,Notre Dame,552,107,20,7.28,6.42,2.68,0.417,2.88,1.14,0.398,0.96,0.78,0.806,2.64,2.02,0.62,0.8,0.76,0.44,0.19,2.31
1998,1,20,Roshown McLeod,F,ATL,Duke,113,45,18.8,7.23,7.32,2.99,0.409,0.4,0.04,0.111,1.47,1.2,0.819,2.73,1.92,0.81,1.1,1.24,0.36,0.12,1.75
1998,1,21,Ricky Davis,GF,CHA,Iowa,736,344,29.8,13.47,11.43,5.09,0.446,2.19,0.79,0.361,3.19,2.49,0.781,3.46,2.7,0.77,3.3,2.18,0.99,0.25,1.94
1998,1,22,Brian Skinner,FC,LAC,Baylor,608,197,17.9,4.73,3.98,1.96,0.494,0.01,0,0.333,1.41,0.8,0.566,4.67,3.16,1.51,0.47,0.85,0.42,0.88,2.09
1998,1,23,Tyronn Lue,G,DEN,Nebraska,554,173,22.7,8.5,7.29,3.19,0.437,2.12,0.83,0.391,1.57,1.3,0.829,1.7,1.46,0.24,3.12,1.19,0.52,0.02,1.91
1998,1,24,Felipe Lopez,SF,SAN,St. John's,249,80,16.6,5.82,5.12,2.21,0.432,0.59,0.19,0.327,1.83,1.2,0.659,2.43,1.57,0.85,1.01,1.02,0.65,0.25,1.81
1998,1,25,Al Harrington,F,IND,St. Patrick High School (New Jersey),981,445,28.5,13.49,11.54,5.13,0.444,2.83,1,0.352,3.09,2.25,0.727,5.59,4.06,1.52,1.68,1.87,0.87,0.25,3.13
1998,1,26,Sam Jacobson,G,LAL,Minnesota,68,5,11.1,4.16,3.46,1.76,0.511,0.37,0.13,0.36,0.68,0.5,0.739,1.18,0.76,0.41,0.53,0.5,0.49,0.04,1.97
1998,1,27,Vladimir Stepania,C,SEA,Union Olimpija (Slovenia),270,19,13.8,4.14,3.97,1.69,0.425,0.06,0.01,0.133,1.42,0.76,0.536,4.37,2.73,1.64,0.35,0.79,0.41,0.53,1.79
1998,1,28,Corey Benjamin,SG,CHI,Oregon State,153,16,14.3,5.46,5.31,2.07,0.39,1.29,0.37,0.289,1.44,0.94,0.652,1.69,1.14,0.55,0.93,1.07,0.46,0.31,2.07
1998,1,29,Nazr Mohammed,C,UTH,Kentucky,1005,354,15.8,5.8,4.91,2.39,0.486,0.01,0,0,1.59,1.02,0.64,4.68,2.89,1.8,0.37,0.91,0.43,0.64,2.15
1998,2,30,Ansu Sesay,F,DAL,Ole Miss,127,6,10.2,3.16,2.92,1.27,0.434,0.23,0.06,0.276,0.87,0.56,0.64,1.76,0.94,0.81,0.49,0.46,0.3,0.24,1.28
1998,2,31,Ruben Patterson,F-G,LAL,Cincinnati,649,246,24.6,10.71,7.98,4.13,0.517,0.3,0.05,0.179,3.75,2.41,0.641,4.16,2.18,1.97,1.77,1.8,1.16,0.38,2.18
1998,2,32,Rashard Lewis,F,SEA,Alief Elsik High School (Texas),1049,842,32,14.85,11.9,5.38,0.452,4.41,1.7,0.386,2.97,2.39,0.805,5.18,3.83,1.35,1.68,1.5,1.06,0.52,2.32
1998,2,33,Jelani McCoy,FC,SEA,UCLA,261,72,14.7,4.6,3.63,1.95,0.539,0,0,0,1.41,0.69,0.49,3.53,2.44,1.09,0.52,0.94,0.29,0.74,2
1998,2,34,Shammond Williams,G,CHI,North Carolina,325,28,16.5,5.82,5.18,2.08,0.401,2.15,0.79,0.366,1.1,0.87,0.798,1.59,1.27,0.33,2.35,1.02,0.6,0.04,1.17
1998,2,35,Bruno Sundov,C,DAL,KK Split (Croatia),102,4,5.1,1.7,2.18,0.77,0.356,0.24,0.05,0.208,0.19,0.1,0.526,1.05,0.74,0.31,0.18,0.29,0.15,0.13,1.04
1998,2,36,Jerome James,C,SAC,Florida A&M;,357,179,13.4,4.31,3.75,1.82,0.485,0.01,0,0,1.08,0.67,0.62,3.08,1.98,1.1,0.33,1.13,0.26,1.08,2.77
1998,2,37,Casey Shaw,C,PHL,Toledo,9,0,1.6,0.22,0.89,0.11,0.125,0,0,0,0,0,0,0.33,0,0.33,0,0.22,0,0,0.22
1998,2,38,DeMarco Johnson,F,NYK,Charlotte,5,0,7.4,1.2,1.8,0.6,0.333,0,0,0,0,0,0,1.4,0.8,0.6,0,0.6,0.2,0,1
1998,2,39,Rafer Alston,G,MIL,Fresno State,671,451,28.9,10.13,9.52,3.65,0.383,4.2,1.48,0.354,1.85,1.35,0.729,2.82,2.45,0.37,4.77,1.78,1.21,0.16,2.1
1998,2,40,Korleone Young,SF,DET,Hargrave Military Academy  (Virginia),3,0,5,4.33,3.33,1.67,0.5,1.33,0.33,0.25,0.67,0.67,1,1.33,0.67,0.67,0.33,0.33,0,0,1
1998,2,41,Cuttino Mobley,G,HOU,Rhode Island,748,581,36.9,15.99,13.34,5.77,0.433,3.83,1.45,0.378,3.59,3,0.834,3.88,3.15,0.73,2.69,2.03,1.17,0.42,2.29
1998,2,42,Miles Simon,G,ORL,Arizona,5,0,3.8,0.4,1,0.2,0.2,0.4,0,0,0,0,0,0.4,0.2,0.2,0,0.6,0.2,0,0.2
1998,2,43,Jahidi White,FC,WAS,Georgetown,334,209,17.7,5.85,4.32,2.2,0.51,0,0,0,2.7,1.44,0.534,5.82,3.7,2.12,0.19,1.19,0.36,1.06,2.66
1998,2,44,Sean Marks,F-C,NYK,California,230,11,9.9,2.77,2.51,1.13,0.448,0.11,0.02,0.2,0.75,0.5,0.665,2.18,1.49,0.69,0.22,0.5,0.14,0.38,1.49
1998,2,45,Toby Bailey,G,LAL,UCLA,73,12,9.6,3.3,3.1,1.26,0.407,0.21,0.04,0.2,1.07,0.74,0.692,1.73,1.04,0.68,0.59,0.48,0.3,0.08,1.08
1998,2,46,Andrae Patterson,F-C,MIN,Indiana,40,0,7.6,3,2.52,1.15,0.455,0.12,0,0,0.9,0.7,0.778,1.68,0.9,0.78,0.4,0.57,0.5,0.17,1.65
1998,2,47,Tyson Wheeler,G,TOR,Rhode Island,1,0,3,4,1,1,1,1,1,1,2,1,0.5,0,0,0,2,0,0,0,1
1998,2,48,Ryan Stack,F,CLE,South Carolina,43,0,9.2,2.3,2.05,0.72,0.352,0.02,0,0,1.09,0.86,0.787,1.84,1.05,0.79,0.23,0.6,0.14,0.51,1.81
1998,2,49,Corry Carr,G,ATL,Texas Tech,42,7,14.9,4.07,5.14,1.69,0.329,0.71,0.12,0.167,0.76,0.57,0.75,1.17,0.98,0.19,1.57,1.1,0.5,0.17,1.57
1998,2,50,Andrew Betts,C,CHA,Long Beach State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2,51,Corey L. Brewer,SG,MIA,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2,52,Derrick Dial,G,SAN,Eastern Michigan,82,0,8.4,3.09,3.38,1.26,0.372,0.51,0.1,0.19,0.71,0.48,0.672,1.62,1.07,0.55,0.77,0.43,0.26,0.13,0.62
1998,2,53,Greg Buckner,G-F,DAL,Clemson,570,117,19.1,5.05,4.37,1.96,0.45,1.26,0.42,0.334,0.92,0.7,0.757,2.79,1.99,0.8,1.26,0.69,0.8,0.19,2.35
1998,2,54,Tremaine Fowlkes,F,DEN,Fresno State,103,27,11.9,2.92,2.5,1.02,0.409,0.19,0.04,0.2,1.07,0.84,0.791,2.21,1.3,0.91,0.52,0.49,0.46,0.06,1.42
1998,2,55,Ryan Bowen,F,DEN,Iowa,507,86,12.8,2.6,2.35,1.07,0.456,0.13,0.03,0.206,0.62,0.43,0.693,2.09,1.09,1,0.49,0.33,0.64,0.27,1.48
1998,2,56,J.R. Henderson,F,VAN,UCLA,30,0,11,3.23,3.2,1.17,0.365,0.17,0.07,0.4,1.5,0.83,0.556,1.57,0.9,0.67,0.73,0.6,0.3,0.13,0.97
1998,2,57,Torraye Braggs,F,UTH,Xavier,22,0,8.1,2.09,1.82,0.86,0.475,0,0,0,0.55,0.36,0.667,2.32,1.18,1.14,0.32,0.68,0.18,0.09,1.5
1998,2,58,Maceo Baston,FC,CHI,Michigan,105,4,7.9,2.72,1.64,1.01,0.616,0.08,0.03,0.375,0.91,0.68,0.74,1.67,1.13,0.53,0.25,0.51,0.23,0.41,1.33
1998,0,0,Anthony Carter,PG,None,Hawaii,623,181,19.6,4.83,4.88,1.97,0.404,0.74,0.19,0.25,0.98,0.7,0.706,2.09,1.7,0.39,3.79,1.54,0.96,0.18,1.77
1998,0,0,Brad Miller,C,None,Purdue,868,600,28.3,11.2,8.26,3.97,0.48,0.7,0.23,0.33,3.77,3.03,0.804,7.14,5.17,1.97,2.85,1.57,0.74,0.68,2.74
1998,0,0,Earl Boykins,G,None,Eastern Michigan,652,34,19.9,8.88,7.64,3.18,0.417,1.69,0.59,0.348,2.2,1.92,0.876,1.35,0.92,0.42,3.21,1.16,0.6,0.05,1.01
1998,0,0,Mike James,G,None,Duquesne,595,286,24.1,9.85,8.63,3.59,0.417,3.05,1.15,0.379,1.88,1.51,0.802,2.23,1.87,0.36,3.49,1.5,0.77,0.06,2.02
1998,0,0,Zendon Hamilton,C,None,St. John's,133,15,11.7,4.4,3.01,1.32,0.44,0,0,0,2.65,1.75,0.66,3.49,2.11,1.38,0.25,0.81,0.29,0.21,1.62
1998,0,0,Slava Medvedenko,F,None,BC Kyiv (Ukraine),263,58,12.7,5.29,4.98,2.24,0.45,0.05,0.01,0.154,1.07,0.79,0.74,2.83,1.56,1.27,0.52,0.6,0.33,0.16,1.97
1998,0,0,Peter Cornell,FC,None,Loyola Marymount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Steve Goodrich,PF,None,Princeton,21,0,8.7,1.14,1.33,0.43,0.321,0.14,0.05,0.333,0.43,0.24,0.556,1.24,0.86,0.38,0.52,0.52,0.14,0.14,1.1
1998,0,0,Gerald Brown,G,None,Pepperdine,33,0,7.2,2.42,2.7,1,0.371,0.3,0.09,0.3,0.42,0.33,0.786,0.67,0.52,0.15,0.94,0.67,0.15,0.03,0.64
1998,0,0,Tyrone Nesby,SF,None,UNLV,255,117,26.1,9.53,8.91,3.6,0.404,2.37,0.75,0.316,2.05,1.58,0.772,3.69,2.53,1.16,1.45,1.05,1.04,0.36,2.62
1998,0,0,Daniel Santiago,C,None,Saint Vincent College,122,30,11.6,3.42,2.67,1.25,0.469,0,0,0,1.33,0.91,0.685,2.13,1.51,0.62,0.31,0.7,0.32,0.39,1.89
1998,0,0,Saddi Washington,G,None,Western Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Makhtar N'Diaye,F,None, ,4,0,6.8,1.25,1,0.25,0.25,0,0,0,1,0.75,0.75,1.25,0.5,0.75,0.25,0.25,0,0.25,2.25
1998,0,0,Jerod Ward,F,None,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Ike Fontaine,SG,None,Washington State,6,0,12.7,1.83,2.33,0.5,0.214,0.83,0.17,0.2,1,0.67,0.667,0.83,0.83,0,0.67,0.67,0,0,1
1998,0,0,Bakari Hendrix,PF,None,Gonzaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Randell Jackson,F,None,Florida State,28,8,9.7,4.07,3.86,1.64,0.426,0.25,0.04,0.143,1.14,0.75,0.656,1.93,0.86,1.07,0.29,0.93,0.11,0.39,1.04
1998,0,0,Sarunas Jasikevicius,G,None,Maryland,138,18,18.3,6.76,5.44,2.16,0.397,2.65,0.94,0.355,1.65,1.5,0.908,1.61,1.36,0.25,2.89,1.49,0.48,0.04,1.33
1998,0,0,Charles R. Jones,G,None,Long Island,85,5,13.4,3.48,3.81,1.24,0.324,2.11,0.68,0.324,0.53,0.33,0.622,1.22,0.92,0.31,1.59,0.67,0.56,0.12,0.89
1998,0,0,Brett Robisch,FC,None,Oklahoma State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Jeff Sheppard,G,None,Kentucky,18,5,10.3,2.22,2.17,0.83,0.385,0.39,0.11,0.286,0.72,0.44,0.615,1.22,0.89,0.33,0.89,0.39,0.17,0,0.67
1998,0,0,Nick Davis,PF,None,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Ruben Garces,FC,None,Providence,13,0,5.6,1.23,1.69,0.54,0.318,0,0,0,0.62,0.15,0.25,2.23,1,1.23,0.38,0.38,0.23,0.15,1.08
1998,0,0,Kelly McCarty,SF,None,Southern Mississippi,2,0,2,2,1.5,1,0.667,0,0,0,0,0,0,1.5,0.5,1,0,1,0,0,0
1998,0,0,Dan Muller,GF,None,Illinois State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Norman Nolan,F,None,Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Erik Wilson,,None, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Ike Nwankwo,C,None,Long Beach State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Sean Colson,G,None,Charlotte,13,0,3.4,1.15,1.85,0.46,0.25,0.38,0.08,0.2,0.31,0.15,0.5,0.46,0.31,0.15,0.77,0.15,0.08,0,0.46
1998,0,0,Garth Joseph,C,None,Peristeri BC (Greece),4,0,4,0.5,1.25,0.25,0.2,0,0,0,0.5,0,0,0.5,0,0.5,0.25,0.5,0,0.25,0.25
1998,0,0,Billy Thomas,G,None,Kansas,53,0,10,2.72,2.85,0.96,0.338,1.92,0.58,0.304,0.25,0.21,0.846,0.98,0.75,0.23,0.49,0.36,0.47,0.04,0.98
1998,0,0,Jermaine Walker,F,None,Pasta Reggia JuveCaserta (Italy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,Oscar Torres,GF,None,Marinos (Venezuela),81,13,14.6,5.46,4.65,1.86,0.401,1.72,0.54,0.317,1.54,1.19,0.768,1.65,1.04,0.62,0.53,0.7,0.36,0.14,0.9
1997,1,1,Tim Duncan,FC,SAN,Wake Forest,1392,1389,34,19.03,14.61,7.39,0.506,0.12,0.02,0.179,6.08,4.24,0.696,10.84,8.07,2.77,3.04,2.43,0.74,2.17,2.37
1997,1,2,Keith Van Horn,F,PHL,Utah,575,463,31.6,16.01,13.32,5.91,0.443,2.88,1.04,0.361,3.79,3.16,0.834,6.8,4.85,1.95,1.57,2.19,0.82,0.51,3.02
1997,1,3,Chauncey Billups,G,BOS,Colorado,1043,937,31.6,15.15,10.94,4.54,0.415,4.53,1.75,0.387,4.82,4.31,0.894,2.87,2.41,0.46,5.4,2.05,1.01,0.16,2.08
1997,1,4,Antonio Daniels,G,VAN,Bowling Green,871,220,22.6,7.6,5.87,2.61,0.444,1.32,0.41,0.311,2.49,1.98,0.793,1.85,1.6,0.25,3.37,1.07,0.65,0.1,1.05
1997,1,5,Tony Battie,PF,DEN,Texas Tech,837,428,21.1,6.07,5.24,2.56,0.488,0.09,0.01,0.162,1.36,0.94,0.69,5.12,3.48,1.64,0.62,0.84,0.5,0.85,2.63
1997,1,6,Ron Mercer,SG,BOS,Kentucky,432,278,31,13.64,13.43,5.76,0.429,0.56,0.14,0.25,2.44,1.97,0.808,3.11,2.22,0.89,2.13,1.58,1.06,0.26,2.04
1997,1,7,Tim Thomas,F,NJN,Villanova,824,410,25.9,11.47,9.61,4.2,0.437,3.17,1.17,0.369,2.52,1.91,0.758,4.1,3.12,0.98,1.54,1.48,0.74,0.36,2.74
1997,1,8,Adonal Foyle,C,GOS,Colgate,733,269,17.8,4.08,3.77,1.8,0.477,0,0,0,0.96,0.48,0.499,4.72,2.95,1.77,0.47,0.81,0.36,1.62,2.15
1997,1,9,Tracy McGrady,GF,TOR,Mt. Zion Christian Academy (North Carolina),938,704,32.7,19.6,16.43,7.15,0.435,3.41,1.15,0.338,5.55,4.14,0.746,5.62,4.24,1.39,4.44,2.16,1.21,0.86,1.77
1997,1,10,Danny Fortson,F,MIL,Cincinnati,440,175,20.1,8.22,5.76,2.72,0.472,0.03,0,0.167,3.54,2.77,0.785,7.24,4.52,2.72,0.69,1.49,0.41,0.22,3.53
1997,1,11,Tariq Abdul-Wahad,SF,SAC,San Jose State,236,145,20.4,7.75,7.31,3.05,0.417,0.32,0.08,0.237,2.24,1.58,0.703,3.29,2.08,1.21,1.13,1.31,0.78,0.36,2.06
1997,1,12,Austin Croshere,F,IND,Providence,659,88,17.4,6.79,5.55,2.26,0.407,1.92,0.65,0.34,1.88,1.61,0.861,4.02,2.96,1.06,0.95,1,0.37,0.33,1.66
1997,1,13,Derek Anderson,G,CLE,Kentucky,615,393,29.2,11.96,9.63,3.93,0.408,3.07,1.05,0.341,3.57,3.05,0.853,3.23,2.52,0.72,3.39,1.71,1.12,0.14,2
1997,1,14,Mo Taylor,F,LAC,Michigan,534,227,25,11.03,9.92,4.63,0.466,0.06,0.01,0.152,2.48,1.76,0.711,4.59,3.11,1.48,1.17,1.82,0.46,0.49,3
1997,1,15,Kelvin Cato,C,DAL,Iowa State,541,246,19.6,5.47,4.1,2.08,0.507,0.02,0,0.077,2.05,1.32,0.644,5.31,3.68,1.63,0.45,0.83,0.54,1.27,2.49
1997,1,16,Brevin Knight,G,CLE,Stanford,729,421,24.9,7.33,6.72,2.77,0.412,0.16,0.02,0.134,2.24,1.77,0.789,2.45,2.06,0.39,6.15,1.88,1.69,0.12,2.55
1997,1,17,Johnny Taylor,F,ORL,Chattanooga,54,9,16,4.74,4.61,1.85,0.402,1.31,0.52,0.394,0.72,0.52,0.718,2.22,1.56,0.67,0.48,0.81,0.59,0.37,2.3
1997,1,18,Chris Anstey,C,POR,South East Melbourne (Australia),155,23,13.9,5.25,4.74,1.95,0.413,0.19,0.03,0.138,1.74,1.31,0.755,3.45,2.3,1.15,0.82,0.95,0.5,0.42,2.41
1997,1,19,Scot Pollard,C-F,DET,Kansas,507,100,16.5,4.38,3.43,1.69,0.494,0,0,0,1.41,1,0.709,4.64,2.86,1.78,0.43,0.6,0.59,0.69,2.32
1997,1,20,Paul Grant,C,MIN,Wisconsin,16,0,6.9,1.81,1.81,0.81,0.448,0,0,0,0.5,0.19,0.375,1.12,0.62,0.5,0.19,0.56,0.12,0.06,1.31
1997,1,21,Anthony Parker,GF,NJN,Bradley,494,423,27.8,9.06,7.58,3.36,0.444,2.98,1.21,0.404,1.43,1.13,0.794,3.19,2.7,0.49,2.29,1,0.89,0.17,1.6
1997,1,22,Ed Gray,SG,ATL,California,60,6,13.5,6.22,6.4,2.17,0.339,1.47,0.5,0.341,1.7,1.38,0.814,1.22,0.95,0.27,0.77,0.98,0.45,0.2,1.72
1997,1,23,Bobby Jackson,G,SEA,Minnesota,755,143,22.2,9.73,8.74,3.65,0.417,2.58,0.91,0.354,1.91,1.52,0.793,3.11,2.28,0.83,2.58,1.34,0.93,0.09,1.82
