Year,Round,Pick,Player,Position,NBA Team,Prev Team,Games Played,Games Started,Minutes,Points Per Game,FGA,FGM,FG%,3PA,3PM,3P%,FTA,FTM,FT%,Rebounds,DBoards,OBoards,Assists,Turnovers,Steals,Blocks,Fouls
1992,0,0,Mark Baker,G,None,Ohio State,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1992,0,0,Dexter Cambridge,F,None,Texas,53,13,16.7,6.98,5.89,2.85,0.484,0.08,0,0,1.87,1.28,0.687,3.15,1.49,1.66,1.09,1.19,0.45,0.11,2.42
1992,0,0,Rastko Cvetkovic,C,None, ,14,0,3.4,0.71,1.14,0.36,0.312,0.07,0,0,0.29,0,0,0.79,0.5,0.29,0.21,0.21,0.14,0.07,0.79
1992,0,0,Arijan Komazec,SF,None,Virtus Lavoro Bologna (Italy),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,Marcus Webb,FC,None,Alabama,9,0,5.7,4.33,2.78,1.44,0.52,0.11,0,0,2.33,1.44,0.619,1.11,0.56,0.56,0.22,0.56,0.11,0.22,1.22
1991,1,1,Larry Johnson,F,CHA,UNLV,707,699,36.3,16.2,12.85,6.22,0.484,1.56,0.52,0.332,4.21,3.23,0.766,7.5,4.96,2.54,3.25,2.03,0.73,0.36,2.68
1991,1,2,Kenny Anderson,PG,NJN,Georgia Tech,858,693,30.1,12.57,11.09,4.66,0.421,1.84,0.64,0.346,3.3,2.61,0.79,3.08,2.3,0.78,6.06,2.06,1.47,0.13,2.3
1991,1,3,Billy Owens,SF,SAC,Syracuse,600,475,29.4,11.71,9.95,4.79,0.481,0.47,0.14,0.291,3.17,2,0.629,6.69,4.28,2.42,2.84,2.18,0.95,0.54,2.94
1991,1,4,Dikembe Mutombo,C,DEN,Georgetown,1196,996,30.8,9.81,6.73,3.49,0.518,0,0,0,4.15,2.84,0.684,10.33,7.15,3.18,1.04,1.82,0.41,2.75,2.83
1991,1,5,Steve Smith,SG,MIA,Michigan State,942,717,30.6,14.26,11.13,4.89,0.44,3.41,1.22,0.358,3.85,3.25,0.845,3.25,2.07,1.18,3.1,1.82,0.77,0.29,2.42
1991,1,6,Doug Smith,F-C,DAL,Missouri,296,118,19.7,7.96,8.1,3.45,0.425,0.12,0.01,0.083,1.37,1.06,0.773,4.17,2.84,1.33,1.35,1.19,0.76,0.51,3.31
1991,1,7,Luc Longley,C,MIN,New Mexico,567,361,21.2,7.21,6.43,2.97,0.462,0.01,0,0,1.67,1.27,0.76,4.93,3.39,1.54,1.47,1.66,0.49,0.97,3.05
1991,1,8,Mark Macon,SG,DEN,Temple,251,105,20,6.71,7.2,2.76,0.384,0.5,0.14,0.27,1.43,1.05,0.735,1.86,1.17,0.69,1.71,1.29,1.39,0.08,2.34
1991,1,9,Stacey Augmon,SF,ATL,UNLV,1001,473,21.6,7.98,6.47,3.03,0.469,0.08,0.01,0.152,2.61,1.9,0.728,3.21,1.91,1.3,1.56,1.25,0.97,0.32,1.75
1991,1,10,Bison Dele,C,ORL,Arizona,413,204,24.2,10.98,8.47,4.47,0.528,0.03,0,0.143,2.94,2.03,0.691,6.21,4.14,2.07,1.07,1.99,0.77,0.86,3.14
1991,1,11,Terrell Brandon,PG,CLE,Oregon,724,480,29.8,13.8,12.04,5.4,0.448,1.53,0.54,0.355,2.82,2.46,0.873,3,2.42,0.59,6.09,1.96,1.58,0.31,1.83
1991,1,12,Greg Anthony,PG,NYK,UNLV,757,227,20.9,7.26,6.27,2.53,0.403,2.31,0.81,0.349,1.91,1.4,0.733,1.87,1.51,0.36,3.96,1.38,1.17,0.1,1.75
1991,1,13,Dale Davis,C-F,IND,Clemson,1094,862,27.1,7.96,6.2,3.28,0.53,0.01,0,0,2.47,1.39,0.562,7.87,4.85,3.02,0.89,1,0.63,1.16,2.63
1991,1,14,Rich King,C,SEA,Nebraska,72,2,4.3,1.88,1.56,0.61,0.393,0.03,0,0,0.99,0.65,0.662,1.03,0.61,0.42,0.29,0.39,0.07,0.1,0.86
1991,1,15,Anthony Avent,F,ATL,Seton Hall,352,156,19.1,5.56,5.74,2.31,0.403,0.01,0,0,1.37,0.94,0.686,4.5,2.91,1.59,0.79,1.18,0.47,0.6,2.34
1991,1,16,Chris Gatling,PF,GOS,Old Dominion,700,86,19.7,10.33,7.81,4.01,0.513,0.29,0.07,0.249,3.41,2.25,0.66,5.34,3.56,1.78,0.66,1.53,0.66,0.54,2.67
1991,1,17,Victor Alexander,PF,GOS,Iowa State,286,155,20.1,8.89,7.43,3.85,0.518,0.22,0.06,0.286,1.78,1.13,0.634,4.84,3.28,1.56,0.9,1.32,0.47,0.62,2.49
1991,1,18,Kevin Brooks,PF,MIL,Louisiana-Lafayette,126,2,8.2,3.31,3.4,1.37,0.401,0.48,0.1,0.2,0.56,0.48,0.859,1.12,0.8,0.32,0.38,0.55,0.14,0.05,0.67
1991,1,19,LaBradford Smith,SG,WAS,Louisville,183,40,17.1,6.66,6.13,2.65,0.432,0.57,0.17,0.298,1.46,1.19,0.813,1.48,0.99,0.49,2.15,1.18,0.78,0.08,2.03
1991,1,20,John Turner,F,HOU,Phillips,42,0,8.2,2.79,2.33,1.02,0.439,0,0,0,1.4,0.74,0.525,1.86,0.95,0.9,0.29,0.76,0.14,0.1,0.95
1991,1,21,Eric Murdock,G,UTH,Providence,508,224,23.4,10.07,8.48,3.72,0.438,1.7,0.58,0.343,2.62,2.06,0.786,2.48,1.81,0.67,4.86,1.95,1.63,0.14,1.93
1991,1,22,LeRon Ellis,C,LAC,Syracuse,91,2,9.4,3.04,2.79,1.21,0.433,0,0,0,1.02,0.63,0.613,2.42,1.46,0.96,0.32,0.38,0.27,0.41,1.15
1991,1,23,Stanley Roberts,C,ORL,LSU,300,178,19.6,8.52,7.08,3.53,0.499,0.01,0,0,2.83,1.46,0.514,5.16,3.48,1.69,0.63,1.23,0.37,1.28,3.53
1991,1,24,Rick Fox,SF,BOS,North Carolina,930,585,25.5,9.64,8.08,3.64,0.45,2.37,0.83,0.349,2,1.54,0.77,3.78,2.71,1.07,2.85,1.73,1.04,0.38,2.95
1991,1,25,Shaun Vandiver,C,GOS,Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,26,Mark Randall,PF,CHI,Kansas,127,0,7,2.61,2.28,1.01,0.443,0.31,0.05,0.154,0.76,0.55,0.722,1.26,0.64,0.62,0.44,0.42,0.19,0.06,0.75
1991,1,27,Pete Chilcutt,F,SAC,North Carolina,584,55,14.4,4.27,4.05,1.79,0.441,0.85,0.32,0.381,0.54,0.37,0.696,3.31,2.18,1.14,0.84,0.67,0.46,0.36,1.46
1991,2,28,Kevin Lynch,G,CHA,Minnesota,95,11,12,3.26,2.97,1.29,0.436,0.09,0.03,0.333,0.88,0.64,0.726,1.26,0.82,0.44,1.14,0.72,0.51,0.16,1.59
1991,2,29,George Ackles,PF,MIA,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,30,Rodney Monroe,SF,ATL,NC State,38,0,8.2,3.45,3.79,1.39,0.368,0.71,0.16,0.222,0.61,0.5,0.826,0.87,0.55,0.32,0.71,0.61,0.32,0.05,0.5
1991,2,31,Randy Brown,PG,SAC,New Mexico State,655,168,17.6,4.81,4.66,1.95,0.417,0.18,0.04,0.2,1.27,0.88,0.691,1.79,1.29,0.5,2.17,1.11,1.1,0.24,1.93
1991,2,32,Chad Gallagher,PF,PHX,Creighton,2,0,1.5,3,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,2,33,Donald Hodge,C,DAL,Temple,249,35,14.1,4.75,4.24,1.86,0.437,0.06,0.02,0.286,1.43,1.02,0.711,3.25,2.02,1.23,0.77,0.95,0.34,0.38,2.13
1991,2,34,Myron Brown,SG,MIN,Slippery Rock,4,0,6.5,2.25,1.5,1,0.667,0.75,0.25,0.333,0,0,0,0.75,0.75,0,1.5,1,0.25,0,0.5
1991,2,35,Mike Iuzzolino,G,DAL,St. Francis (PA),122,44,25,8.98,6.83,3.12,0.457,2.3,0.93,0.404,2.27,1.81,0.798,1.95,1.48,0.48,4.28,1.81,0.67,0.06,1.48
1991,2,36,Chris Corchiani,PG,ORL,NC State,112,1,11.7,3.71,2.78,1.17,0.421,0.7,0.19,0.269,1.46,1.19,0.816,1.15,0.91,0.24,2.17,1.07,0.65,0.04,1.42
1991,2,37,Elliot Perry,PG,LAC,Memphis,549,133,17.3,6.28,5.36,2.46,0.459,0.7,0.25,0.359,1.41,1.1,0.783,1.35,1.01,0.34,3.09,1.42,1.05,0.04,1.29
1991,2,38,Joe Wylie,F,LAC,Miami (FL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,39,Jimmy Oliver,F,CLE,Purdue,78,14,11,4.24,4.26,1.73,0.407,0.64,0.22,0.34,0.73,0.56,0.772,1.03,0.79,0.23,0.71,0.42,0.35,0.04,0.85
1991,2,40,Doug Overton,SG,DET,La Salle,499,62,14.6,4.52,4.28,1.76,0.412,0.68,0.22,0.319,0.95,0.77,0.816,1.31,1.03,0.28,2.08,0.95,0.4,0.04,1.17
1991,2,41,Sean Green,SF,IND,Iona,84,0,8,4.19,4.71,1.82,0.386,0.73,0.18,0.246,0.6,0.37,0.62,1.01,0.58,0.43,0.54,0.75,0.39,0.15,0.75
1991,2,42,Steve Hood,GF,SAC,James Madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,43,Lamont Strothers,G,GOS,Christopher Newport,13,0,11.9,4.62,5.62,1.85,0.329,1.15,0.15,0.133,1.08,0.77,0.714,1.15,0.46,0.69,1.08,1.31,0.69,0.08,1.15
1991,2,44,Alvaro Teheran,C,PHL,Houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,45,Bobby Phills,SG,MIL,Southern,467,379,28.7,11.03,9.46,4.19,0.443,1.88,0.73,0.39,2.6,1.92,0.738,3.15,2.27,0.88,2.67,1.52,1.27,0.3,2.37
1991,2,46,Richard Dumas,SF,PHX,Hapoel Galil Gilboa (Israel),102,47,21.8,10.59,8.35,4.25,0.509,0.13,0.03,0.231,2.95,2.05,0.694,3.44,1.87,1.57,1.09,1.47,1.34,0.46,2.24
1991,2,47,Keith Hughes,PF,HOU,Rutgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,48,Ike Austin,C,UTH,Arizona State,432,164,19.3,7.6,6.72,3,0.446,0.12,0.02,0.176,2.37,1.59,0.67,4.7,3.27,1.43,1.25,1.62,0.5,0.52,2.24
1991,2,50,Greg Sutton,G,SAN,Oral Roberts,168,8,11.6,4.53,4.09,1.62,0.396,1.91,0.69,0.361,0.81,0.6,0.743,0.91,0.78,0.13,1.69,1.09,0.5,0.08,1.89
1991,2,50,Phil Henderson,SG,DAL,Duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,51,Joey Wright,G,PHX,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,52,Zan Tabak,C,HOU,KK Split (Croatia),247,69,14.6,4.99,4.3,2.17,0.506,0.01,0,0,1.23,0.64,0.525,3.57,2.26,1.32,0.67,1.09,0.26,0.51,2.34
1991,2,53,Anthony Jones,F,LAL,Oral Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,54,Von McDade,G,NJN,Milwaukee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,2,55,Marcus Kennedy,F,POR,Eastern Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,Darrell Armstrong,PG,None,Fayetteville State,840,337,23.7,9.18,7.75,3.17,0.409,3.29,1.1,0.334,2,1.74,0.871,2.7,1.92,0.78,4.04,1.85,1.35,0.12,1.66
1991,0,0,Robert Pack,SG,None,USC,552,157,20.8,8.91,7.41,3.15,0.425,0.71,0.21,0.292,3.06,2.41,0.787,2.01,1.54,0.47,4.63,2.39,1.1,0.08,1.89
1991,0,0,John Crotty,PG,None,Virginia,477,6,12.1,3.99,3.04,1.31,0.431,0.79,0.3,0.384,1.27,1.07,0.837,1.05,0.77,0.29,2.09,0.9,0.38,0.04,1.25
1991,0,0,Lorenzo Williams,F,None,Stetson,253,166,21.9,2.99,2.85,1.34,0.469,0.01,0,0,0.85,0.32,0.377,6.34,3.6,2.74,0.98,0.93,0.53,1.38,2.89
1991,0,0,Emanual Davis,SG,None,Delaware State,226,62,17.4,4.87,4.51,1.78,0.394,1.96,0.69,0.352,0.79,0.62,0.787,1.95,1.6,0.35,1.75,1.18,0.74,0.13,1.52
1991,0,0,Tony Farmer,F,None,Nebraska,101,11,13.6,5.27,3.61,1.43,0.395,0.52,0.1,0.189,3.01,2.32,0.77,3.24,1.91,1.33,0.78,0.9,0.75,0.2,1.88
1991,0,0,Larry Stewart,PF,None,Coppin State,270,72,20.1,7.43,5.57,2.83,0.509,0.16,0.03,0.205,2.29,1.73,0.753,3.99,2.34,1.64,1.25,1.28,0.54,0.39,2.15
1991,0,0,Gerald Madkins,G,None,UCLA,48,0,8.8,1.67,1.48,0.54,0.366,0.67,0.25,0.375,0.44,0.33,0.762,0.54,0.48,0.06,1.35,0.6,0.5,0.02,0.75
1991,0,0,Carl Thomas,G,None,Eastern Michigan,63,0,8.5,2.87,2.79,1.11,0.398,1.16,0.37,0.315,0.44,0.29,0.643,0.95,0.75,0.21,0.44,0.4,0.38,0.13,0.78
1991,0,0,Corey Crowder,GF,None,Kentucky Wesleyan,58,0,6.2,2.07,2.1,0.78,0.369,0.59,0.22,0.382,0.41,0.29,0.708,0.76,0.47,0.29,0.31,0.26,0.14,0.03,0.62
1991,0,0,Keith Jennings,PG,None,East Tennessee State,164,26,18,6.65,4.93,2.15,0.436,2.22,0.83,0.374,1.77,1.51,0.852,1.51,1.24,0.27,3.74,1.23,1,0.01,1.3
1991,0,0,Walter Bond,G,None,Minnesota,153,42,15.9,5.71,5.26,2.15,0.409,0.9,0.27,0.299,1.48,1.14,0.767,1.89,1.37,0.52,1.16,0.95,0.63,0.22,2.35
1991,0,0,Demetrius Calip,G,None,Michigan,7,0,8.3,1.57,2.57,0.57,0.222,0.71,0.14,0.2,0.43,0.29,0.667,0.71,0.57,0.14,1.71,0.71,0.14,0,1.14
1991,0,0,Cedric Lewis,PF,None,Maryland,3,0,1.3,1.33,1,0.67,0.667,0,0,0,0,0,0,0.67,0,0.67,0,0,0.33,0,0
1991,0,0,Brett Szabo,C,None,Augustana College,70,24,9.5,2.19,1.73,0.77,0.446,0.01,0,0,0.87,0.64,0.738,2.36,1.56,0.8,0.24,0.59,0.23,0.46,1.7
1991,0,0,Jay Guidinger,FC,None,Minnesota Duluth,64,5,5.4,1.53,1.36,0.55,0.402,0,0,0,0.72,0.44,0.609,1.52,0.88,0.64,0.31,0.41,0.2,0.23,1.11
1991,0,0,Reggie Hanson,PF,None,Kentucky,8,0,3.2,0.75,0.75,0.38,0.5,0,0,0,0,0,0,0.75,0.38,0.38,0.12,0.38,0.25,0.12,1
1991,0,0,Charles Thomas,G,None,Eastern Michigan,36,0,4.3,1.33,1.42,0.5,0.353,0.47,0.06,0.118,0.42,0.28,0.667,0.61,0.44,0.17,0.61,0.47,0.11,0.03,0.56
1991,0,0,Donald Whiteside,G,None,Northern Illinois,30,1,9.2,2.03,1.9,0.63,0.333,1.23,0.4,0.324,0.57,0.37,0.647,0.43,0.37,0.07,1.23,0.6,0.37,0,0.77
1991,0,0,Patrick Eddie,C,None,Ole Miss,4,0,3.2,1,2.25,0.5,0.222,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0.75
1991,0,0,Vincenzo Esposito,SG,None, ,30,0,9.4,3.87,3.33,1.2,0.36,1.87,0.43,0.232,1.3,1.03,0.795,0.53,0.4,0.13,0.77,1.3,0.23,0,0.9
1991,0,0,Jerome Harmon,G,None,Louisville,10,0,15.8,4.6,5.3,2.1,0.396,0.1,0.1,1,0.6,0.3,0.5,2.3,1.4,0.9,1.2,0.7,0.9,0,1.2
1991,0,0,Keith Owens,F,None,UCLA,20,0,4,1.3,1.6,0.45,0.281,0,0,0,0.5,0.4,0.8,0.75,0.35,0.4,0.15,0.1,0.25,0.2,0.55
1991,0,0,James Blackwell,G,None,Dartmouth,13,0,6.2,1.38,1,0.62,0.615,0,0,0,0.23,0.15,0.667,0.85,0.69,0.15,0.85,0.38,0.31,0,0.62
1990,1,1,Derrick Coleman,FC,NJN,Syracuse,781,671,33.2,16.5,13.23,5.91,0.447,1.41,0.42,0.295,5.54,4.26,0.769,9.26,6.6,2.66,2.54,2.61,0.78,1.35,2.64
1990,1,2,Gary Payton,G,SEA,Oregon State,1335,1232,35.3,16.34,14.01,6.52,0.466,2.67,0.85,0.317,3.36,2.45,0.729,3.95,2.9,1.04,6.72,2.27,1.83,0.21,2.41
1990,1,3,Mahmoud Abdul-Rauf,PG,DEN,LSU,591,341,26.7,14.64,13.56,6.01,0.443,2.27,0.8,0.354,2.02,1.82,0.903,1.92,1.53,0.39,3.55,1.66,0.84,0.08,1.9
1990,1,4,Dennis Scott,SF,ORL,Georgia Tech,629,376,28.6,12.87,11.31,4.71,0.417,4.86,1.93,0.397,1.92,1.52,0.793,2.82,2.24,0.58,2.06,1.22,0.83,0.31,2.03
1990,1,5,Kendall Gill,SG,CHA,Illinois,966,790,30.5,13.37,12.08,5.25,0.434,1.09,0.33,0.3,3.38,2.55,0.754,4.14,2.82,1.32,3.05,1.8,1.57,0.45,2.6
1990,1,6,Felton Spencer,C,MIN,Louisville,640,404,19.2,5.24,3.85,1.87,0.484,0,0,0,2.3,1.51,0.658,5.37,3.32,2.05,0.33,1.04,0.39,0.83,3.31
1990,1,7,Lionel Simmons,SF,SAC,La Salle,454,307,29.7,12.85,11.41,4.94,0.433,0.31,0.09,0.305,3.73,2.88,0.771,6.24,4.48,1.76,3.3,2.16,1.13,0.8,2.44
1990,1,8,Bo Kimble,G,LAC,Loyola Marymount,105,22,12.7,5.47,5.35,2.07,0.386,0.82,0.24,0.291,1.5,1.1,0.728,1.54,0.99,0.55,0.93,0.93,0.39,0.13,1.95
1990,1,9,Willie Burton,G,MIA,Minnesota,316,118,21.1,10.26,8.13,3.45,0.424,1.28,0.44,0.345,3.72,2.92,0.786,2.95,1.92,1.03,1.24,1.64,0.6,0.38,2.68
1990,1,10,Rumeal Robinson,PG,ATL,Michigan,336,126,18.1,7.58,6.98,3.02,0.432,0.97,0.33,0.344,1.98,1.21,0.611,1.8,1.32,0.49,3.51,1.73,0.9,0.16,1.78
1990,1,11,Tyrone Hill,PF,GOS,Xavier,801,609,28,9.4,7.04,3.54,0.502,0.02,0,0,3.62,2.33,0.643,8.56,5.57,2.99,0.81,1.55,0.77,0.47,3.61
1990,1,12,Alec Kessler,C,HOU,Georgia,210,24,14,5.16,4.75,2.02,0.426,0.11,0.05,0.417,1.43,1.07,0.744,3.58,2.35,1.23,0.39,0.91,0.19,0.34,2.15
1990,1,13,Loy Vaught,PF,LAC,Michigan,690,354,24.6,10.12,8.8,4.44,0.504,0.12,0.03,0.244,1.7,1.22,0.718,7.07,4.93,2.15,0.94,1.19,0.74,0.33,2.35
1990,1,14,Travis Mays,PG,SAC,Texas,115,64,25.8,11.07,9.1,3.73,0.41,2.5,0.9,0.362,3.61,2.7,0.749,2.03,1.37,0.65,2.83,1.84,0.89,0.12,2.02
1990,1,15,Dave Jamerson,G,MIA,Ohio,90,0,6.6,3.4,3.46,1.36,0.392,0.52,0.14,0.277,0.63,0.54,0.86,0.86,0.51,0.34,0.68,0.5,0.26,0.01,0.7
1990,1,16,Terry Mills,PF,MIL,Michigan,678,302,24.2,10.58,9.19,4.2,0.457,2.05,0.79,0.384,1.79,1.4,0.781,5.43,3.91,1.52,1.31,1.26,0.59,0.44,2.8
1990,1,17,Jerrod Mustaf,FC,NYK,Maryland,179,19,10.7,4.03,3.55,1.59,0.449,0.01,0,0,1.3,0.84,0.648,2.53,1.72,0.81,0.55,0.8,0.31,0.26,1.32
1990,1,18,Duane Causwell,C,SAC,Temple,541,262,17.4,4.89,3.75,1.9,0.507,0.01,0,0.286,1.76,1.09,0.618,4.2,2.73,1.47,0.45,0.92,0.41,1.42,2.72
1990,1,19,Dee Brown,PG,BOS,Jacksonville,608,267,27.7,11.12,9.58,4.18,0.436,2.79,1,0.357,2.14,1.76,0.825,2.58,2.06,0.52,3.66,1.49,1.32,0.34,2.08
1990,1,20,Gerald Glass,F,MIN,Ole Miss,201,49,16.7,7.73,7.88,3.41,0.433,0.55,0.13,0.236,1.2,0.77,0.643,2.55,1.41,1.13,1.48,0.89,0.65,0.29,1.8
1990,1,21,Jayson Williams,FC,PHX,St. John's,475,158,20.6,7.31,6.51,2.86,0.44,0.05,0.01,0.125,2.6,1.58,0.606,7.55,4.2,3.34,0.6,1.08,0.43,0.63,2.7
1990,1,22,Tate George,SG,NJN,Connecticut,177,14,11.4,4.16,4.05,1.68,0.414,0.08,0.01,0.071,0.97,0.8,0.82,1.02,0.65,0.37,1.84,0.89,0.43,0.06,1.03
1990,1,23,Anthony Bonner,F,SAC,Saint Louis,318,120,23.2,6.92,5.92,2.77,0.468,0.05,0.01,0.125,2.32,1.37,0.59,5.43,3.2,2.23,1.39,1.42,1.09,0.26,2.47
1990,1,24,Dwayne Schintzius,C,SAN,Florida,217,33,9,2.71,2.92,1.18,0.404,0.04,0,0.125,0.53,0.34,0.638,2.47,1.7,0.77,0.43,0.55,0.14,0.54,1.48
1990,1,25,Alaa Abdelnaby,PF,POR,Duke,256,53,12.5,5.72,4.83,2.42,0.502,0.01,0,0,1.25,0.88,0.701,3.3,2.2,1.11,0.33,0.96,0.28,0.27,1.89
1990,1,26,Lance Blanks,SG,DET,Texas,142,2,7.4,2.04,1.87,0.82,0.436,0.53,0.13,0.253,0.4,0.27,0.667,0.77,0.56,0.22,0.82,0.44,0.27,0.06,0.86
1990,1,27,Elden Campbell,FC,LAL,Clemson,1044,670,24.7,10.35,8.46,3.89,0.46,0.04,0,0.054,3.67,2.57,0.699,5.86,4.06,1.8,1.15,1.31,0.67,1.53,2.88
1990,2,28,Les Jepsen,C,GOS,Iowa,52,0,3.7,1.02,1.15,0.38,0.333,0.04,0,0,0.38,0.25,0.65,1.29,0.73,0.56,0.04,0.12,0.04,0.15,0.63
1990,2,29,Toni Kukoc,SF,CHI,KK Split (Croatia),846,260,26.3,11.6,9.61,4.29,0.447,2.58,0.86,0.335,2.94,2.14,0.729,4.2,3,1.2,3.69,1.83,0.97,0.34,1.73
1990,2,30,Carl Herrera,F,MIA,Houston,465,110,17.3,5.34,4.69,2.23,0.476,0.03,0,0.143,1.34,0.86,0.643,3.63,2.39,1.24,0.56,0.96,0.51,0.44,2.01
1990,2,31,Negele Knight,G,PHX,Dayton,276,77,16.4,6.16,5.58,2.43,0.436,0.34,0.09,0.263,1.65,1.2,0.73,1.27,0.86,0.41,2.83,1.29,0.45,0.11,1.46
1990,2,32,Brian Oliver,SG,PHL,Georgia Tech,118,4,10,3.3,3.39,1.31,0.388,0.19,0.04,0.227,0.89,0.63,0.705,1.04,0.78,0.26,0.97,0.66,0.38,0.05,1.03
1990,2,33,Walter Palmer,C,UTH,Dartmouth,48,0,4.4,2.08,2.12,0.88,0.412,0.02,0,0,0.5,0.33,0.667,1.35,0.98,0.38,0.23,0.33,0.08,0.19,1.02
1990,2,34,Kevin Pritchard,G,GOS,Kansas,94,1,12,3.62,3.17,1.27,0.399,0.46,0.09,0.186,1.27,1,0.79,0.96,0.78,0.18,1.62,0.87,0.39,0.14,1.55
1990,2,35,Greg Foster,C,WAS,UTEP,656,95,12.2,3.87,3.63,1.6,0.44,0.14,0.03,0.225,0.86,0.65,0.748,2.58,1.8,0.78,0.54,0.71,0.14,0.29,1.86
1990,2,36,Trevor Wilson,F,ATL,UCLA,103,13,15.6,5.74,5.03,2.29,0.456,0.04,0,0,2.04,1.16,0.567,3.43,1.94,1.49,0.96,1.14,0.49,0.14,1.52
1990,2,37,A.J. English,GF,WAS,Virginia Union,151,18,20.6,9.95,9.39,4.09,0.435,0.43,0.06,0.138,2.21,1.72,0.778,2.09,1.16,0.93,2.12,1.34,0.38,0.16,1.9
1990,2,38,Jud Buechler,SF,SEA,Arizona,720,29,11.7,3.31,3.08,1.33,0.433,1,0.37,0.366,0.44,0.28,0.633,1.76,1.16,0.6,0.78,0.41,0.44,0.2,1.02
1990,2,39,Steve Scheffler,F,CHA,Purdue,174,8,5.3,1.9,1.25,0.7,0.558,0.03,0.01,0.2,0.67,0.51,0.759,1.03,0.57,0.47,0.15,0.2,0.17,0.05,0.75
1990,2,40,Bimbo Coles,SG,SAC,Virginia Tech,852,354,23.8,7.78,7.03,2.99,0.425,1.11,0.3,0.267,1.85,1.5,0.811,2.14,1.59,0.55,3.89,1.49,0.86,0.16,2.14
1990,2,41,Steve Bardo,SG,ATL,Illinois,33,0,9.1,2.21,2.58,0.85,0.329,0.3,0.03,0.1,0.7,0.48,0.696,1.82,1.42,0.39,1.33,0.67,0.36,0.12,1.36
1990,2,42,Marcus Liberty,SF,DEN,Illinois,267,63,17.1,7.28,7.03,2.93,0.417,0.73,0.25,0.34,1.75,1.16,0.664,3.46,1.9,1.57,0.91,0.99,0.71,0.27,1.86
1990,2,43,Tony Massenburg,PF,SAN,Maryland,683,233,18,6.2,5.1,2.4,0.47,0.02,0,0.091,2,1.41,0.705,4.34,2.8,1.54,0.39,1,0.38,0.47,2.35
1990,2,44,Steve Henson,G,MIL,Kansas State,238,3,9.6,3.11,2.65,1.07,0.403,1.02,0.44,0.432,0.61,0.53,0.869,0.74,0.55,0.19,1.95,0.74,0.37,0.01,1.19
1990,2,45,Antonio Davis,FC,IND,UTEP,903,524,28.9,10.01,7.88,3.53,0.448,0.03,0,0.087,4.06,2.95,0.727,7.48,4.91,2.57,1.13,1.49,0.48,0.98,2.83
1990,2,46,Kenny Williams,F,IND,Elizabeth City State,259,8,11.3,4.81,4.13,2.11,0.511,0.05,0,0,0.87,0.59,0.68,2.68,1.46,1.22,0.62,0.52,0.29,0.64,1.41
1990,2,47,Derek Strong,F,PHL,Xavier,456,72,18.7,6.77,5.45,2.34,0.43,0.13,0.02,0.18,2.63,2.07,0.786,4.85,3.14,1.72,0.64,0.92,0.45,0.21,1.62
1990,2,48,Cedric Ceballos,SF,PHX,Cal State Fullerton,609,313,24.2,14.27,11.2,5.61,0.5,1.25,0.39,0.309,3.56,2.68,0.753,5.35,3.29,2.06,1.19,1.63,0.74,0.3,1.76
1990,2,49,Milos Babic,C,PHX,Tennessee Tech,21,0,4.1,1.76,1.52,0.57,0.375,0,0,0,0.95,0.62,0.65,0.95,0.57,0.38,0.48,0.48,0.1,0.05,0.33
1990,2,50,Tony Smith,G,LAL,Marquette,457,88,16,5.48,5.17,2.23,0.431,0.86,0.26,0.307,1.11,0.77,0.69,1.61,0.9,0.71,1.93,0.97,0.7,0.17,1.57
1990,2,51,Stefano Rusconi,C,CLE,OpenJobMetis Varese (Italy),7,0,4.3,1.14,1.29,0.43,0.333,0,0,0,0.71,0.29,0.4,0.86,0.43,0.43,0.43,0.43,0,0.29,1.43
1990,2,52,Abdul Shamsid-Deen,FC,SEA,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,2,53,Sean Higgins,F,SAN,Michigan,220,27,15.2,6.25,5.93,2.54,0.428,1.32,0.42,0.321,0.88,0.75,0.85,1.83,1.3,0.52,1.03,1.09,0.33,0.15,1.6
