Year,Round,Pick,Player,Position,NBA Team,Prev Team
1998,1,29,"Mohammed, Nazr",C/F,Utah Jazz,Kentucky
1998,2,30,"Sesay, Ansu",SF,Dallas Mavericks,Mississippi
1998,2,31,"Patterson, Ruben",SF,Los Angeles Lakers,Cincinnati
1998,2,32,"Lewis, Rashard",PF,Seattle SuperSonics,Alief Elsik HS
1998,2,33,"McCoy, Jelani",F/C,Seattle SuperSonics,UCLA
1998,2,34,"Williams, Shammond",PG,Chicago Bulls,North Carolina
1998,2,35,"Šundov, Bruno",C,Dallas Mavericks,Split
1998,2,36,"James, Jerome",C,Sacramento Kings,Florida A&M
1998,2,37,"Shaw, Casey",C,Philadelphia 76ers,Toledo
1998,2,38,"Johnson, DeMarco",PF,New York Knicks,Charlotte
1998,2,39,"Alston, Rafer",PG,Milwaukee Bucks,Fresno State
1998,2,40,"Young, Korleone",SF,Detroit Pistons,Hargrave Military Academy
1998,2,41,"Mobley, Cuttino",SG,Houston Rockets,Rhode Island
1998,2,42,"Simon, Miles",SG,Orlando Magic,Arizona
1998,2,43,"White, Jahidi",F/C,Washington Wizards,Georgetown
1998,2,44,"Marks, Sean",PF,New York Knicks,California
1998,2,45,"Bailey, Toby",SG,Los Angeles Lakers,UCLA
1998,2,46,"Patterson, Andrae",SF,Minnesota Timberwolves,Indiana
1998,2,47,"Wheeler, Tyson",PG,Toronto Raptors,Rhode Island
1998,2,48,"Stack, Ryan",C,Cleveland Cavaliers,South Carolina
1998,2,49,"Carr, Cory",SG,Atlanta Hawks,Texas Tech
1998,2,50,"Betts, Andrew",C,Charlotte Hornets,Long Beach State
1998,2,51,"Brewer, Corey",PG,Miami Heat,Oklahoma
1998,2,52,"Dial, Derrick",SG,San Antonio Spurs,Eastern Michigan
1998,2,53,"Buckner, Greg",SG,Dallas Mavericks,Clemson
1998,2,54,"Fowlkes, Tremaine",SF,Denver Nuggets,Fresno State
1998,2,55,"Bowen, Ryan",SF,Denver Nuggets,Iowa
1998,2,56,"Henderson, J. R.",SF,Vancouver Grizzlies,UCLA
1998,2,57,"Braggs, Torraye",PF,Utah Jazz,Xavier
1998,2,58,"Baston, Maceo",PF,Chicago Bulls,Michigan
1997,1,1,Tim Duncan,PF/C,San Antonio Spurs,Wake Forest
1997,1,2,"Van Horn, Keith",PF,Philadelphia 76ers,Utah
1997,1,3,"Billups, Chauncey",PG,Boston Celtics,Colorado
1997,1,4,"Daniels, Antonio",PG,Vancouver Grizzlies,Bowling Green
1997,1,5,"Battie, Tony",C/F,Denver Nuggets,Texas Tech
1997,1,6,"Mercer, Ron",SF,Boston Celtics,Kentucky
1997,1,7,"Thomas, Tim",SF,New Jersey Nets,Villanova
1997,1,8,"Foyle, Adonal",C,Golden State Warriors,Colgate
1997,1,9,"McGrady, Tracy",SG/SF,Toronto Raptors,Mt. Zion Christian Academy
1997,1,10,"Fortson, Danny",PF,Milwaukee Bucks,Cincinnati
1997,1,11,"Abdul-Wahad, Tariq",SF,Sacramento Kings,San Jose State
1997,1,12,"Croshere, Austin",PF,Indiana Pacers,Providence
1997,1,13,"Anderson, Derek",SG,Cleveland Cavaliers,Kentucky
1997,1,14,"Taylor, Maurice",PF,Los Angeles Clippers,Michigan
1997,1,15,"Cato, Kelvin",C,Dallas Mavericks,Iowa State
1997,1,16,"Knight, Brevin",PG,Cleveland Cavaliers,Stanford
1997,1,17,"Taylor, Johnny",PF,Orlando Magic,Chattanooga
1997,1,18,"Anstey, Chris",PF,Portland Trail Blazers,SE Melbourne Magic
1997,1,19,"Pollard, Scot",C,Detroit Pistons,Kansas
1997,1,20,"Grant, Paul",C,Minnesota Timberwolves,Wisconsin
1997,1,21,"Parker, Anthony",SG,New Jersey Nets,Bradley
1997,1,22,"Gray, Ed",PG/SG,Atlanta Hawks,California
1997,1,23,"Jackson, Bobby",PG,Seattle SuperSonics,Minnesota
1997,1,24,"Rhodes, Rodrick",SG,Houston Rockets,USC
1997,1,25,"Thomas, John",C,New York Knicks,Minnesota
1997,1,26,"Smith, Charles",SG,Miami Heat,New Mexico
1997,1,27,"Vaughn, Jacque",PG,Utah Jazz,Kansas
1997,1,28,"Booth, Keith",SF,Chicago Bulls,Maryland
1997,2,29,"Zwikker, Serge",C,Houston Rockets,North Carolina
1997,2,30,"Sanford, Mark",SF/PF,Miami Heat,Washington
1997,2,31,"O'Bannon, Charles",PG,Detroit Pistons,UCLA
1997,2,32,"Cotton, James",SF,Denver Nuggets,Long Beach State
1997,2,33,"Milič, Marko",PG/SG,Philadelphia 76ers,Smelt Olimpija
1997,2,34,"Wells, Bubba",SF/PF,Dallas Mavericks,Austin Peay
1997,2,35,"Stewart, Kebu",SF/PF,Philadelphia 76ers,Cal State Bakersfield
1997,2,36,"Collins, James",PG/SG,Philadelphia 76ers,Florida State
1997,2,37,"Jackson, Marc",SF/PF,Golden State Warriors,Temple
1997,2,38,"Honeycutt, Jerald",PF,Milwaukee Bucks,Tulane
1997,2,39,"Johnson, Anthony",PG/SG,Sacramento Kings,College of Charleston
1997,2,40,"Elisma, Ed",SF,Seattle SuperSonics,Georgia Tech
1997,2,41,"Lawson, Jason",C,Denver Nuggets,Villanova
1997,2,42,"Jackson, Stephen",SG,Phoenix Suns,Butler CC
1997,2,43,"Malone, Gordon",SF,Minnesota Timberwolves,West Virginia
1997,2,44,"Henderson, Cedric",PF,Cleveland Cavaliers,Memphis
1997,2,45,"Shammgod, God",PG,Washington Bullets,Providence
1997,2,46,"Washington, Eric",SG,Orlando Magic,Alabama
1997,2,47,"Williams, Alvin",PG,Portland Trailblazers,Villanova
1997,2,48,"Drobnjak, Predrag",C,Washington Bullets,KK Partizan
1997,2,49,"Digbeu, Alain",SG,Atlanta Hawks,ASVEL Lyon-Villeurbanne
1997,2,50,"Crawford, Chris",SF,Atlanta Hawks,Marquette
1997,2,51,"Wheat, DeJuan",PG,Los Angeles Lakers,Louisville
1997,2,52,"Bruton, C.J.",PG/SG,Vancouver Grizzlies,Indian Hills CC
1997,2,53,"Rogers, Paul",C,Los Angeles Lakers,Gonzaga
1997,2,54,"Blount, Mark",C,Seattle SuperSonics,Pittsburgh
1997,2,55,"Pepper, Ben",C,Boston Celtics,Newcastle Falcons
1997,2,56,"Erdmann, Nate",SG,Utah Jazz,Oklahoma
1997,2,57,"Dueñas, Roberto",C,Chicago Bulls,FC Barcelona
1996,1,1,"Iverson, Allen",G,Philadelphia 76ers,Georgetown
1996,1,2,"Camby, Marcus",C,Toronto Raptors,Massachusetts
1996,1,3,"Abdur-Rahim, Shareef",F,Vancouver Grizzlies,California
1996,1,4,"Marbury, Stephon",G,Milwaukee Bucks,Georgia Tech
1996,1,5,"Allen, Ray",G,Minnesota Timberwolves,Connecticut
1996,1,6,"Walker, Antoine",F,Boston Celtics,Kentucky
1996,1,7,"Wright, Lorenzen",C,Los Angeles Clippers,Memphis
1996,1,8,"Kittles, Kerry",G,New Jersey Nets,Villanova
1996,1,9,"Walker, Samaki",F,Dallas Mavericks,Louisville
1996,1,10,"Dampier, Erick",C,Indiana Pacers,Mississippi State
1996,1,11,"Fuller, Todd",C,Golden State Warriors,NC State
1996,1,12,"Potapenko, Vitaly",C,Cleveland Cavaliers,Wright State
1996,1,13,"Bryant, Kobe",G,Charlotte Hornets,Lower Merion HS
1996,1,14,"Stojaković, Peja",F,Sacramento Kings,PAOK
1996,1,15,"Nash, Steve",G,Phoenix Suns,Santa Clara
1996,1,16,"Delk, Tony",G,Charlotte Hornets,Kentucky
1996,1,17,"O'Neal, Jermaine",F/C,Portland Trail Blazers,Eau Claire HS 
1996,1,18,"Wallace, John",F,New York Knicks,Syracuse
1996,1,19,"McCarty, Walter",F,New York Knicks,Kentucky
1996,1,20,"Ilgauskas, Žydrūnas",C,Cleveland Cavaliers,Atletas Kaunas
1996,1,21,"Jones, Dontae",F,New York Knicks,Mississippi State
1996,1,22,"Rogers, Roy",F,Vancouver Grizzlies,Alabama
1996,1,23,"Rentzias, Efthimios",C,Denver Nuggets,PAOK
1996,1,24,"Fisher, Derek",G,Los Angeles Lakers,Arkansas-Little Rock
1996,1,25,"Müürsepp, Martin",F,Utah Jazz,Tallinna Kalev
1996,1,26,"Williams, Jerome",F,Detroit Pistons,Georgetown
1996,1,27,"Evans, Brian",F,Orlando Magic,Indiana
1996,1,28,"Lauderdale, Priest",C,Atlanta Hawks,Peristeri
1996,1,29,"Knight, Travis",C,Chicago Bulls,Connecticut
1996,2,30,"Harrington, Othella",F/C,Houston Rockets,Georgetown
1996,2,31,"Hendrickson, Mark",G,Philadelphia 76ers,Washington State
1996,2,32,"Minor, Ryan",G,Philadelphia 76ers,Oklahoma
1996,2,33,"Norris, Moochie",G,Milwaukee Bucks,West Florida
1996,2,34,"Harvey, Shawn",G,Dallas Mavericks,West Virginia State
1996,2,35,"Blair, Joseph",C,Seattle SuperSonics,Arizona
1996,2,36,"Sheffer, Doron",G,Los Angeles Clippers,Connecticut
1996,2,37,"McInnis, Jeff",G,Denver Nuggets,North Carolina
1996,2,38,"Hamer, Steve",C,Boston Celtics,Tennessee
1996,2,39,"Millard, Russ",F,Phoenix Suns,Iowa
1996,2,40,"Mann, Marcus",F,Golden State Warriors,Mississippi Valley State
1996,2,41,"Sasser, Jason",F,Sacramento Kings,Texas Tech
1996,2,42,"Livingston, Randy",G,Houston Rockets,LSU
1996,2,43,"Davis, Ben",F,Phoenix Suns,Arizona
1996,2,44,"Rose, Malik",F,Charlotte Hornets,Drexel
1996,2,45,"Vogel, Joe",C,Seattle SuperSonics,Colorado State
1996,2,46,"Brown, Marcus",G,Portland Trail Blazers,Murray State
1996,2,47,"Riley, Ron",G/F,Seattle SuperSonics,Arizona State
1996,2,48,"Feick, Jamie",F,Philadelphia 76ers,Michigan State
1996,2,49,"McCaskill, Amal",C,Orlando Magic,Marquette
1996,2,50,"Bell, Terrell",C,Houston Rockets,Georgia
1996,2,51,"Robinson, Chris",G,Vancouver Grizzlies,Western Kentucky
1996,2,52,"Pope, Mark",F,Indiana Pacers,Kentucky
1996,2,53,"Nordgaard, Jeff",F,Milwaukee Bucks,Wisconsin–Green Bay
1996,2,54,"Anderson, Shandon",F,Utah Jazz,Georgia
1996,2,55,"Henderson, Ronnie",G,Washington Bullets,LSU
1996,2,56,"Geary, Reggie",G,Cleveland Cavaliers,Arizona
1996,2,57,"Barry, Drew",G,Seattle SuperSonics,Georgia Tech
1996,2,58,"Robinson, Darnell",F,Dallas Mavericks,Arkansas
1995,1,1,"Smith, Joe",PF,Golden State Warriors,Maryland
1995,1,2,"McDyess, Antonio",PF,Los Angeles Clippers,Alabama
1995,1,3,"Stackhouse, Jerry",SG,Philadelphia 76ers,North Carolina
1995,1,4,"Wallace, Rasheed",PF,Washington Bullets,North Carolina
1995,1,5,"Garnett, Kevin",PF,Minnesota Timberwolves,Farragut Academy HS
1995,1,6,"Reeves, Bryant",C,Vancouver Grizzlies,Oklahoma State
1995,1,7,"Stoudamire, Damon",PG,Toronto Raptors,Arizona
1995,1,8,"Respert, Shawn",SG,Portland Trail Blazers,Michigan State
1995,1,9,"O'Bannon, Ed",SF,New Jersey Nets,UCLA
1995,1,10,"Thomas, Kurt",PF/C,Miami Heat,TCU
1995,1,11,"Trent, Gary",PF,Milwaukee Bucks,Ohio
1995,1,12,"Parks, Cherokee",C,Dallas Mavericks,Duke
1995,1,13,"Williamson, Corliss",PF,Sacramento Kings,Arkansas
1995,1,14,"Williams, Eric",SF,Boston Celtics,Providence
1995,1,15,"Barry, Brent",SG,Denver Nuggets,Oregon State
1995,1,16,"Henderson, Alan",PF,Atlanta Hawks,Indiana
1995,1,17,"Sura, Bob",SG,Cleveland Cavaliers,Florida State
1995,1,18,"Ratliff, Theo",PF/C,Detroit Pistons,Wyoming
1995,1,19,"Childress, Randolph",PG,Detroit Pistons,Wake Forest
1995,1,20,"Caffey, Jason",PF,Chicago Bulls,Alabama
1995,1,21,"Finley, Michael",SF/SG,Phoenix Suns,Wisconsin
1995,1,22,"Zidek, George",C,Charlotte Hornets,UCLA
1995,1,23,"Best, Travis",PG,Indiana Pacers,Georgia Tech
1995,1,24,"Meyer, Loren",PF,Dallas Mavericks,Iowa State
1995,1,25,"Vaughn, David",PF/C,Orlando Magic,Memphis
1995,1,26,"Ford, Sherell",PF,Seattle SuperSonics,UIC
1995,1,27,"Bennett, Mario",PF,Phoenix Suns,Arizona State
1995,1,28,"Ostertag, Greg",C,Utah Jazz,Kansas
1995,1,29,"Alexander, Cory",PG,San Antonio Spurs,Virginia
1995,2,30,"Roe, Lou",F,Detroit Pistons,UMass
1995,2,31,"Tarlać, Dragan",C,Chicago Bulls,Olympiakos
1995,2,32,"Rencher, Terrence",G,Washington Bullets,Texas
1995,2,33,"Burrough, Junior",F,Boston Celtics,Virginia
1995,2,34,"DeClercq, Andrew",PF/C,Golden State Warriors,Florida
1995,2,35,"King, Jimmy",G,Toronto Raptors,Michigan
1995,2,36,"Moten, Lawrence",G,Vancouver Grizzlies,Syracuse
1995,2,37,"King, Frankie",G,Los Angeles Lakers,Western Carolina
1995,2,38,"Griffith, Rashard",C,Milwaukee Bucks,Wisconsin
1995,2,39,"Marshall, Donny",F,Cleveland Cavaliers,Connecticut
1995,2,40,"Whitfield, Dwayne",F,Golden State Warriors,Jackson State
1995,2,41,"Meek, Erik",C,Houston Rockets,Duke
1995,2,42,"Boyce, Donnie",G,Atlanta Hawks,Colorado
1995,2,43,"Snow, Eric",PG,Milwaukee Bucks,Michigan State
1995,2,44,"Pelle, Anthony",C,Denver Nuggets,Fresno State
1995,2,45,"Brown, Troy",F/C,Atlanta Hawks,Providence
1995,2,46,"Banks, George",F,Miami Heat,UTEP
1995,2,47,"Edney, Tyus",PG,Sacramento Kings,UCLA
1995,2,48,"Davis, Mark",G/F,Minnesota Timberwolves,Texas Tech
1995,2,49,"Allen, Jerome",G,Minnesota Timberwolves,Pennsylvania
1995,2,50,"Lewis, Martin",F,Golden State Warriors,Seward County
1995,2,51,"Bodiroga, Dejan",SF,Sacramento Kings,Olimpia (Stefanel) Milano
1995,2,52,"Hoiberg, Fred",SG,Indiana Pacers,Iowa State
1995,2,53,"Popa, Constantin",C,Los Angeles Clippers,Miami (Florida)
1995,2,54,"Zukauskas, Eurelijus",C,Seattle SuperSonics,Neptūnas Klaipėda
1995,2,55,"McDonald, Michael",C,Golden State Warriors,New Orleans
1995,2,56,"Carr, Chris",G,Phoenix Suns,Southern Illinois
1995,2,57,"Martin, Cuonzo",G/F,Atlanta Hawks,Purdue
1995,2,58,"Reid, Don",F,Detroit Pistons,Georgetown
1994,1,1,"Robinson, Glenn",SF,Milwaukee Bucks,Purdue
1994,1,2,"Kidd, Jason",PG,Dallas Mavericks,California
1994,1,3,"Hill, Grant",SF,Detroit Pistons,Duke
1994,1,4,"Marshall, Donyell",SF,Minnesota Timberwolves,Connecticut
1994,1,5,"Howard, Juwan",PF,Washington Bullets,Michigan
1994,1,6,"Wright, Sharone",PF/C,Philadelphia 76ers,Clemson
1994,1,7,"Murray, Lamond",SF,Los Angeles Clippers,California
1994,1,8,"Grant, Brian",PF,Sacramento Kings,Xavier
1994,1,9,"Montross, Eric",C,Boston Celtics,North Carolina
1994,1,10,"Jones, Eddie",SG,Los Angeles Lakers,Temple
1994,1,11,"Rogers, Carlos",SF,Seattle SuperSonics,Tennessee State
1994,1,12,"Reeves, Khalid",PG,Miami Heat,Arizona
1994,1,13,"Rose, Jalen",G/F,Denver Nuggets,Michigan
1994,1,14,"Dare, Yinka",C,New Jersey Nets,George Washington
1994,1,15,"Piatkowski, Eric",SG,Indiana Pacers,Nebraska
1994,1,16,"Rozier, Clifford",PF,Golden State Warriors,Louisville
1994,1,17,"McKie, Aaron",SG,Portland Trail Blazers,Temple
1994,1,18,"Mobley, Eric",PF,Milwaukee Bucks,Pittsburgh
1994,1,19,"Dumas, Tony",SG,Dallas Mavericks,UMKC
1994,1,20,"Tyler, B.J.",PG,Philadelphia 76ers,Texas
1994,1,21,"Simpkins, Dickey",PF,Chicago Bulls,Providence
1994,1,22,"Curley, Bill",PF,San Antonio Spurs,Boston College
1994,1,23,"Person, Wesley",SG,Phoenix Suns,Auburn
1994,1,24,"Williams, Monty",SF,New York Knicks,Notre Dame
1994,1,25,"Minor, Greg",SG,Los Angeles Clippers,Louisville
1994,1,26,"Ward, Charlie",PG,New York Knicks,Florida State
1994,1,27,"Thompson, Brooks",PG,Orlando Magic,Oklahoma State
1994,2,28,"Thomas, Deon",F/C,Dallas Mavericks,Illinois
1994,2,29,"Lang, Antonio",F/G,Phoenix Suns,Duke
1994,2,30,"Eisley, Howard",PG,Minnesota Timberwolves,Boston College
1994,2,31,"Dent, Rodney",F/C,Orlando Magic,Kentucky
1994,2,32,"McIlvaine, Jim",C,Washington Bullets,Marquette
1994,2,33,"Alston, Derrick",F,Philadelphia 76ers,Duquesne
1994,2,34,"Nickerson, Gaylon",G,Atlanta Hawks,Northwestern Oklahoma State
1994,2,35,"Smith, Michael",F,Sacramento Kings,Providence
1994,2,36,"Fetisov, Andrei",F,Boston Celtics,Forum Valladolid
1994,2,37,"Wingfield, Dontonio",F,Seattle SuperSonics,Cincinnati
1994,2,38,"Hancock, Darrin",G/F,Charlotte Hornets,Kansas
1994,2,39,"Miller, Anthony",F,Golden State Warriors,Michigan State
1994,2,40,"Webster, Jeff",F,Miami Heat,Oklahoma
1994,2,41,"Njoku, William",PF,Indiana Pacers,St. Mary's (Canada)
1994,2,42,"Collier, Gary",SF,Cleveland Cavaliers,Tulsa
1994,2,43,"Scott, Shawnelle",C,Portland Trail Blazers,St. John's
1994,2,44,"Bailey, Damon",G,Indiana Pacers,Indiana
1994,2,45,"Morton, Dwayne",F,Golden State Warriors,Louisville
1994,2,46,"Lenard, Voshon",SG,Milwaukee Bucks,Minnesota
1994,2,47,"Watson, Jamie",F,Utah Jazz,South Carolina
1994,2,48,"Crudup, Jevon",F/C,Detroit Pistons,Missouri
1994,2,49,"Bruton, Kris",SF,Chicago Bulls,Benedict
1994,2,50,"Claxton, Charles",C,Phoenix Suns,Georgia
1994,2,51,"Funderburke, Lawrence",PF,Sacramento Kings,Ohio State
1994,2,52,"Goldwire, Anthony",PG,Phoenix Suns,Houston
1994,2,53,"Burditt, Albert",PF,Houston Rockets,Texas
1994,2,54,"Rebrača, Željko",C,Seattle SuperSonics,KK Partizan
1993,1,1,"Webber, Chris",PF/C,Orlando Magic,Michigan
1993,1,2,"Bradley, Shawn",C,Philadelphia 76ers,BYU
1993,1,3,"Hardaway, Penny",PG/SG,Golden State Warriors,Memphis State
1993,1,4,"Mashburn, Jamal",SF,Dallas Mavericks,Kentucky
1993,1,5,"Rider, Isaiah",SG,Minnesota Timberwolves,UNLV
1993,1,6,"Cheaney, Calbert",SG/SF,Washington Bullets,Indiana
1993,1,7,"Hurley, Bobby",PG,Sacramento Kings,Duke
1993,1,8,"Baker, Vin",PF,Milwaukee Bucks,Hartford
1993,1,9,"Rogers, Rodney",PF,Denver Nuggets,Wake Forest
1993,1,10,"Hunter, Lindsey",PG,Detroit Pistons,Jackson State
1993,1,11,"Houston, Allan",SG,Detroit Pistons,Tennessee
1993,1,12,"Lynch, George",SF,Los Angeles Lakers,North Carolina
1993,1,13,"Dehere, Terry",SG,Los Angeles Clippers,Seton Hall
1993,1,14,"Haskin, Scott",PF,Indiana Pacers,Oregon State
1993,1,15,"Edwards, Doug",SF,Atlanta Hawks,Florida State
1993,1,16,"Walters, Rex",SG,New Jersey Nets,Kansas
1993,1,17,"Graham, Greg",SG,Charlotte Hornets,Indiana
1993,1,18,"Wright, Luther",C,Utah Jazz,Seton Hall
1993,1,19,"Earl, Acie",C,Boston Celtics,Iowa
1993,1,20,"Burrell, Scott",SF,Charlotte Hornets,Connecticut
1993,1,21,"Robinson, James",SG,Portland Trail Blazers,Alabama
1993,1,22,"Mills, Chris",SF,Cleveland Cavaliers,Arizona
1993,1,23,"Johnson, Ervin",C,Seattle SuperSonics,New Orleans
1993,1,24,"Cassell, Sam",PG,Houston Rockets,Florida State
1993,1,25,"Blount, Corie",PF,Chicago Bulls,Cincinnati
1993,1,26,"Hammink, Geert",C,Orlando Magic,LSU
1993,1,27,"Mackey, Malcolm",PF,Phoenix Suns,Georgia Tech
1993,2,28,"Harris, Lucious",PG,Dallas Mavericks,Long Beach State
1993,2,29,"Mills, Sherron",F/C,Minnesota Timberwolves,VCU
1993,2,30,"Mureșan, Gheorghe",C,Washington Bullets,Pau-Orthez
1993,2,31,"Burns, Evers",F,Sacramento Kings,Maryland
1993,2,32,"Ford, Alphonso",SG,Philadelphia 76ers,Mississippi Valley State
1993,2,33,"Riley, Eric",C,Dallas Mavericks,Michigan
1993,2,34,"Mee, Darnell",SG,Golden State Warriors,Western Kentucky
1993,2,35,"Stokes, Ed",C,Miami Heat,Arizona
1993,2,36,"Best, John",F/C,New Jersey Nets,Tennessee Tech
1993,2,37,"Van Exel, Nick",PG,Los Angeles Lakers,Cincinnati
1993,2,38,"McRae, Conrad",PF,Washington Bullets,Syracuse
1993,2,39,"Hill, Thomas",SG/SF,Indiana Pacers,Duke
1993,2,40,"Manning, Rich",C,Atlanta Hawks,Washington
1993,2,41,"Reed, Anthony",F,Chicago Bulls,Tulane
1993,2,42,"Jordan, Adonis",PG,Seattle SuperSonics,Kansas
1993,2,43,"Grant, Josh",PF,Denver Nuggets,Utah
1993,2,44,"Holcombe, Alex",C,Sacramento Kings,Baylor
1993,2,45,"Russell, Bryon",SF,Utah Jazz,Long Beach State
1993,2,46,"Petruška, Richard",C,Houston Rockets,UCLA
1993,2,47,"Whitney, Chris",PG,San Antonio Spurs,Clemson
1993,2,48,"Thompson, Kevin",C,Portland Trail Blazers,NC State
1993,2,49,"Buford, Mark",C,Phoenix Suns,Mississippi Valley State
1993,2,50,"Nicola, Marcelo",PF,Houston Rockets,Taugres
1993,2,51,"Dunkley, Spencer",C,Indiana Pacers,Delaware
1993,2,52,"Peplowski, Mike",C,Sacramento Kings,Michigan State
1993,2,53,"White, Leonard",F,Los Angeles Clippers,Southern
1993,2,54,"Wilson, Byron",SG/SF,Phoenix Suns,Utah
1991,1,1,"Johnson, Larry",PF,Charlotte Hornets,UNLV
1991,1,2,"Anderson, Kenny",PG,New Jersey Nets,Georgia Tech
1991,1,3,"Owens, Billy",SF,Sacramento Kings,Syracuse
1991,1,4,"Mutombo, Dikembe",C,Denver Nuggets,Georgetown
1991,1,5,"Smith, Steve",SG,Miami Heat,Michigan State
1991,1,6,"Smith, Doug",PF,Dallas Mavericks,Missouri
1991,1,7,"Longley, Luc",C,Minnesota Timberwolves,New Mexico
1991,1,8,"Macon, Mark",SG,Denver Nuggets,Temple
1991,1,9,Stacey Augmon,SG/SF,Atlanta Hawks,UNLV
1991,1,10,"Williams, Brian",PF/C,Orlando Magic,Arizona
1991,1,11,"Brandon, Terrell",PG,Cleveland Cavaliers,Oregon
1991,1,12,"Anthony, Greg",PG,New York Knicks,UNLV
1991,1,13,"Davis, Dale",PF,Indiana Pacers,Clemson
1991,1,14,"King, Rich",C,Seattle SuperSonics,Nebraska
1991,1,15,"Avent, Anthony",PF,Atlanta Hawks,Seton Hall
1991,1,16,"Gatling, Chris",PF,Golden State Warriors,Old Dominion
1991,1,17,"Alexander, Victor",C,Golden State Warriors,Iowa State
1991,1,18,"Brooks, Kevin",SF,Milwaukee Bucks,Southwestern Louisiana
1991,1,19,"Smith, LaBradford",SG,Washington Bullets,Louisville
1991,1,20,"Turner, John",PF,Houston Rockets,Phillips
1991,1,21,"Murdock, Eric",PG,Utah Jazz,Providence
1991,1,22,"Ellis, LeRon",PF,Los Angeles Clippers,Syracuse
1991,1,23,"Roberts, Stanley",C,Orlando Magic,Real Madrid
1991,1,24,"Fox, Rick",SF,Boston Celtics,North Carolina
1991,1,25,"Vandiver, Shaun",PF,Golden State Warriors,Colorado
1991,1,26,"Randall, Mark",PF,Chicago Bulls,Kansas
1991,1,27,"Chilcutt, Pete",PF,Sacramento Kings,North Carolina
1991,2,28,"Lynch, Kevin",G/F,Charlotte Hornets,Minnesota
1991,2,29,"Ackles, George",C/PF,Miami Heat,UNLV
1991,2,30,"Monroe, Rodney",G/F,Atlanta Hawks,NC State
1991,2,31,"Brown, Randy",PG,Sacramento Kings,New Mexico State
1991,2,32,"Gallagher, Chad",C,Phoenix Suns,Creighton
1991,2,33,"Hodge, Donald",C,Dallas Mavericks,Temple
1991,2,34,"Brown, Myron",G,Minnesota Timberwolves,Slippery Rock
1991,2,35,"Iuzzolino, Mike",G,Dallas Mavericks,Saint Francis (PA)
1991,2,36,"Corchiani, Chris",G,Orlando Magic,NC State
1991,2,37,"Perry, Elliot",PG,Los Angeles Clippers,Memphis State
1991,2,38,"Wylie, Joe",PF,Los Angeles Clippers,Miami (FL)
1991,2,39,"Oliver, Jimmy",G/F,Cleveland Cavaliers,Purdue
1991,2,40,"Overton, Doug",PG,Detroit Pistons,La Salle
1991,2,41,"Green, Sean",F/G,Indiana Pacers,Iona
1991,2,42,"Hood, Steve",SF,Sacramento Kings,James Madison
1991,2,43,"Strothers, Lamont",G,Golden State Warriors,Christopher Newport
1991,2,44,"Teherán, Álvaro",C,Philadelphia 76ers,Houston
1991,2,45,"Phills, Bobby",SG,Milwaukee Bucks,Southern
1991,2,46,"Dumas, Richard",F,Phoenix Suns,Hapoel Holon
1991,2,47,"Hughes, Keith",PF,Houston Rockets,Rutgers
1991,2,48,"Austin, Isaac",C,Utah Jazz,Arizona State
1991,2,49,"Sutton, Greg",G,San Antonio Spurs,Oral Roberts
1991,2,50,"Wright, Joey",SG,Phoenix Suns,Texas
1991,2,51,"Tabak, Žan",C,Houston Rockets,KK Split
1991,2,52,"Jones, Anthony",SF,Los Angeles Lakers,Oral Roberts
1991,2,53,"McDade, Von",SG,New Jersey Nets,Milwaukee
1991,2,54,"Kennedy, Marcus",PF,Portland Trail Blazers,Eastern Michigan
1988,1,1,"Manning, Danny",PF,Los Angeles Clippers,Kansas
1988,1,2,"Smits, Rik",C,Indiana Pacers,Marist
1988,1,3,"Smith, Charles",PF,Philadelphia 76ers,Pittsburgh
1988,1,4,"Morris, Chris",SF,New Jersey Nets,Auburn
1988,1,5,"Richmond, Mitch",SG,Golden State Warriors,Kansas State
1988,1,6,"Hawkins, Hersey",SG,Los Angeles Clippers,Bradley
1988,1,7,"Perry, Tim",F,Phoenix Suns,Temple
1988,1,8,"Chapman, Rex",SG,Charlotte Hornets,Kentucky
1988,1,9,"Seikaly, Rony",C,Miami Heat,Syracuse
1988,1,10,"Anderson, Willie",SG,San Antonio Spurs,Georgia
1988,1,11,"Perdue, Will",C,Chicago Bulls,Vanderbilt
1988,1,12,"Grant, Harvey",SF,Washington Bullets,Oklahoma
1988,1,13,"Grayer, Jeff",PG,Milwaukee Bucks,Iowa State
1988,1,14,"Majerle, Dan",SF,Phoenix Suns,Central Michigan
1988,1,15,"Grant, Gary",PG,Seattle SuperSonics,Michigan
1988,1,16,"Chievous, Derrick",SG,Houston Rockets,Missouri
1988,1,17,"Leckner, Eric",C,Utah Jazz,Wyoming
1988,1,18,"Berry, Ricky",SG,Sacramento Kings,San Jose State
1988,1,19,"Strickland, Rod",PG,New York Knicks,DePaul
1988,1,20,"Edwards, Kevin",SG,Miami Heat,DePaul
1988,1,21,"Bryant, Mark",PF,Portland Trail Blazers,Seton Hall
1988,1,22,"Keys, Randolph",SF,Cleveland Cavaliers,Southern Miss
1988,1,23,"Lane, Jerome",PF,Denver Nuggets,Pittsburgh
1988,1,24,"Shaw, Brian",SG,Boston Celtics,UC Santa Barbara
1988,1,25,"Rivers, David",PG,Los Angeles Lakers,Notre Dame
1988,2,26,"Ferreira, Rolando",C,Portland Trail Blazers,Houston
